INCOME,SEX,MARITAL.STATUS,AGE,EDUCATION,OCCUPATION,AREA,DUAL.INCOMES,HOUSEHOLD.SIZE,UNDER18,HOUSEHOLDER,HOME.TYPE,ETHNIC.CLASS,LANGUAGE
[25.000-30.000),F,Widowed,65+,Grad Study,Retired,10+ years,Not Married,Two,,Own,House,White,English
[10.000-15.000),F,Married,25-34,Graduated High Scool,Homemaker,10+ years,No,Six,Two,Family,House,Hispanic,English
[20.000-25.000),F,Married,18-24,Graduated High Scool,Homemaker,10+ years,No,Four,Two,Rent,Apartment,Hispanic,English
[50.000-75.000),F,Married,45-54,College graduate,Homemaker,10+ years,Yes,Four,Two,Own,House,White,English
[15.000-20.000),F,Married,25-34,College graduate,Clerical/Service Worker,4-6 years,Not Married,Two,,Own,House,White,English
-10.000),M,Single,14-17,Grade 8 or less,Factory Worker/Laborer/Driver,1-3 years,Not Married,Five,,Family,House,Hispanic,Spanish
[50.000-75.000),F,Married,18-24,College graduate,Professional/Managerial,1-3 years,Yes,Two,,Rent,Apartment,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,,Asian,English
[50.000-75.000),F,Married,25-34,1 to 3 years of college,Clerical/Service Worker,7-10 years,Yes,Two,,Own,House,White,English
[75.000-,M,Married,55-64,College graduate,Retired,10+ years,No,Two,,Own,House,White,English
[50.000-75.000),M,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Three,,Own,House,White,English
-10.000),M,Single,25-34,Graduated High Scool,"Student, HS or College",10+ years,Not Married,One,,Rent,Apartment,White,English
[10.000-15.000),F,,35-44,Graduated High Scool,,10+ years,Yes,Two,,Own,House,White,English
[40.000-50.000),M,Single,14-17,Grades 9 to 11,Unemployed,10+ years,Not Married,Three,One,Family,House,Black,English
[30.000-40.000),F,Married,65+,Graduated High Scool,Retired,,No,Two,,Own,House,White,English
[40.000-50.000),F,Married,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,,Yes,Four,Two,Own,House,White,English
-10.000),F,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Four,,Rent,Apartment,White,English
-10.000),M,Single,14-17,Grade 8 or less,"Student, HS or College",1-3 years,Not Married,Five,Three,Family,House,White,English
[25.000-30.000),F,Divorced,35-44,Graduated High Scool,Homemaker,10+ years,Not Married,Five,Two,Own,House,,
-10.000),M,Single,18-24,Graduated High Scool,Sales Worker,10+ years,Not Married,Two,,Rent,Apartment,White,English
[50.000-75.000),M,Single,25-34,College graduate,Professional/Managerial,7-10 years,Not Married,One,,Rent,Condominium,White,English
-10.000),F,Married,35-44,Grades 9 to 11,Homemaker,7-10 years,No,Four,Two,,Other,Hispanic,Spanish
[40.000-50.000),M,Single,25-34,College graduate,Professional/Managerial,10+ years,Not Married,One,,Rent,House,Asian,English
[30.000-40.000),M,Single,25-34,1 to 3 years of college,Professional/Managerial,4-6 years,Not Married,Three,,Rent,Other,White,English
[30.000-40.000),F,Married,25-34,Graduated High Scool,Homemaker,,No,Six,Four,,House,White,English
[40.000-50.000),M,Single,45-54,College graduate,Professional/Managerial,4-6 years,Not Married,One,,Rent,Apartment,White,English
[30.000-40.000),F,Married,25-34,College graduate,"Student, HS or College",10+ years,No,Four,Two,Own,House,White,English
[40.000-50.000),F,Married,18-24,Graduated High Scool,Professional/Managerial,10+ years,Yes,Four,Two,Family,Apartment,Hispanic,English
[25.000-30.000),F,Divorced,35-44,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Rent,Other,White,English
[10.000-15.000),M,Together,18-24,Graduated High Scool,Factory Worker/Laborer/Driver,1-3 years,Not Married,Two,,Rent,Apartment,Black,English
[50.000-75.000),F,Married,35-44,Graduated High Scool,Clerical/Service Worker,10+ years,No,Five,Three,Rent,House,White,English
[50.000-75.000),F,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
[10.000-15.000),M,Married,25-34,College graduate,Professional/Managerial,,Yes,Four,Two,Rent,Apartment,Hispanic,Spanish
[10.000-15.000),F,Divorced,25-34,1 to 3 years of college,Professional/Managerial,1-3 years,Not Married,,,Rent,Apartment,White,English
-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Five,One,Family,House,White,Other
-10.000),F,Single,25-34,Grades 9 to 11,Factory Worker/Laborer/Driver,10+ years,Not Married,Three,Two,Rent,Apartment,Black,English
[30.000-40.000),F,Married,65+,Graduated High Scool,Retired,10+ years,No,Two,,Own,House,White,English
[10.000-15.000),M,Single,18-24,Graduated High Scool,Clerical/Service Worker,-1 year,Not Married,Five,,Rent,Other,Other,Other
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,,Family,Apartment,Asian,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Four,Two,Family,House,White,English
[15.000-20.000),F,Divorced,25-34,Graduated High Scool,Sales Worker,,Not Married,One,,Rent,Apartment,Hispanic,Spanish
[40.000-50.000),F,Married,25-34,Graduated High Scool,Professional/Managerial,1-3 years,Yes,Three,One,Rent,House,White,English
[30.000-40.000),F,Single,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Three,,Family,,Hispanic,English
[50.000-75.000),F,Married,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Rent,Apartment,White,English
-10.000),F,Married,25-34,1 to 3 years of college,Clerical/Service Worker,1-3 years,No,Three,One,Rent,Other,White,English
[50.000-75.000),F,Married,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Own,House,Black,English
[50.000-75.000),M,Married,25-34,Graduated High Scool,Professional/Managerial,7-10 years,Yes,Four,Two,Rent,House,American Indian,English
[50.000-75.000),M,Married,35-44,Grad Study,Professional/Managerial,10+ years,No,Five,Three,Own,House,,English
[20.000-25.000),M,Together,25-34,1 to 3 years of college,Professional/Managerial,,Yes,Four,,Rent,House,White,English
[20.000-25.000),M,Single,35-44,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,One,,Rent,Apartment,Hispanic,Spanish
[25.000-30.000),F,Married,35-44,1 to 3 years of college,Clerical/Service Worker,10+ years,Yes,Two,,Rent,Apartment,Hispanic,English
[40.000-50.000),M,Single,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Two,,Rent,House,White,English
[75.000-,F,Married,25-34,College graduate,Professional/Managerial,1-3 years,Yes,Two,,Rent,Apartment,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",7-10 years,Not Married,Three,,Family,House,White,
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Five,Three,Family,House,Hispanic,English
[10.000-15.000),F,Single,25-34,Graduated High Scool,Factory Worker/Laborer/Driver,7-10 years,Not Married,Three,One,Rent,Apartment,White,English
-10.000),F,Single,14-17,Grades 9 to 11,Sales Worker,10+ years,Not Married,Five,Three,Family,House,White,English
-10.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",1-3 years,Not Married,One,,Rent,House,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
[30.000-40.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Four,,Family,House,White,English
[10.000-15.000),F,Single,25-34,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,One,One,,Mobile Home,Hispanic,Spanish
[50.000-75.000),M,Single,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Six,One,Family,House,White,English
[75.000-,M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Family,House,White,English
[75.000-,M,Married,45-54,College graduate,Professional/Managerial,,Yes,Two,,Own,Condominium,White,English
[20.000-25.000),M,Single,35-44,College graduate,Factory Worker/Laborer/Driver,7-10 years,Not Married,One,,Rent,Apartment,White,English
[75.000-,M,Married,35-44,Graduated High Scool,Professional/Managerial,10+ years,Not Married,,,,,,
-10.000),F,Divorced,45-54,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,Two,,Own,Condominium,White,English
[30.000-40.000),F,Married,55-64,1 to 3 years of college,Retired,10+ years,No,Two,,Own,House,White,English
[10.000-15.000),M,Single,25-34,College graduate,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
-10.000),M,Single,18-24,Graduated High Scool,Military,7-10 years,Not Married,Four,,Rent,Apartment,Black,English
-10.000),M,Single,18-24,Grades 9 to 11,Sales Worker,10+ years,Not Married,Three,,Rent,House,White,English
-10.000),M,Single,25-34,College graduate,Professional/Managerial,1-3 years,Not Married,Four,,Rent,Apartment,White,English
[75.000-,F,Married,35-44,College graduate,Professional/Managerial,-1 year,Yes,Five,Two,Own,House,White,English
[25.000-30.000),F,Divorced,25-34,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,Four,Two,Rent,Apartment,White,English
[75.000-,F,Divorced,35-44,Grad Study,Professional/Managerial,10+ years,Not Married,Two,One,Own,House,White,English
[30.000-40.000),M,Married,55-64,1 to 3 years of college,Clerical/Service Worker,10+ years,No,Two,,Own,House,White,English
[30.000-40.000),M,Single,25-34,Grad Study,Professional/Managerial,,Not Married,One,,Rent,House,Asian,English
[50.000-75.000),F,Together,35-44,Graduated High Scool,Factory Worker/Laborer/Driver,7-10 years,Yes,Four,Two,Own,House,White,English
[20.000-25.000),F,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Three,One,Family,Apartment,White,English
[50.000-75.000),F,Married,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Three,,Own,House,White,English
[50.000-75.000),F,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
-10.000),M,Married,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,One,,Rent,House,American Indian,English
[50.000-75.000),M,Divorced,45-54,1 to 3 years of college,Military,4-6 years,Not Married,One,,Rent,House,White,English
[25.000-30.000),M,Single,18-24,Grad Study,Professional/Managerial,,Not Married,Two,,Rent,Apartment,White,English
[30.000-40.000),M,Single,25-34,Grad Study,Professional/Managerial,10+ years,Not Married,Three,,Family,House,White,English
[30.000-40.000),M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Rent,Apartment,White,English
[30.000-40.000),F,Married,25-34,Graduated High Scool,Homemaker,10+ years,No,Four,Two,Own,House,White,English
-10.000),M,Single,18-24,Graduated High Scool,Military,-1 year,Not Married,One,,,Other,White,English
[30.000-40.000),M,Single,35-44,College graduate,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,Asian,English
[20.000-25.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",1-3 years,Not Married,One,,Own,House,Hispanic,Spanish
[25.000-30.000),M,Single,35-44,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,One,,Rent,Condominium,Hispanic,English
[10.000-15.000),M,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Five,,Family,House,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",4-6 years,Not Married,Four,One,Family,Apartment,White,English
-10.000),F,Married,18-24,Grade 8 or less,Homemaker,7-10 years,No,Eight,Six,Own,House,Hispanic,Spanish
[40.000-50.000),M,Married,25-34,College graduate,Professional/Managerial,,Yes,Three,One,Own,,White,English
-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",1-3 years,Not Married,Three,Two,Family,House,White,English
[25.000-30.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",1-3 years,Not Married,Five,,Rent,Other,Other,English
[30.000-40.000),F,Divorced,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Two,One,Rent,Apartment,White,English
[50.000-75.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Two,,Family,House,Hispanic,English
[10.000-15.000),M,Single,18-24,Graduated High Scool,Military,1-3 years,Not Married,One,,,Other,White,English
-10.000),F,Married,18-24,Grades 9 to 11,"Student, HS or College",10+ years,No,Four,Two,Family,House,Hispanic,English
[75.000-,F,Married,35-44,1 to 3 years of college,Homemaker,1-3 years,No,Four,Two,Rent,House,White,English
[20.000-25.000),F,,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,,,Rent,,White,
-10.000),F,Single,18-24,1 to 3 years of college,Homemaker,7-10 years,Not Married,Three,Two,Rent,Apartment,White,English
[30.000-40.000),M,Together,25-34,1 to 3 years of college,Sales Worker,10+ years,Not Married,,,,,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Five,Two,Family,House,Hispanic,English
[50.000-75.000),F,Married,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Yes,Two,,Own,House,Hispanic,English
[20.000-25.000),F,Single,18-24,College graduate,Professional/Managerial,-1 year,Not Married,Three,,Rent,House,White,English
[10.000-15.000),M,Married,65+,Graduated High Scool,Retired,,No,Two,,Own,Mobile Home,Black,English
[20.000-25.000),F,,65+,Graduated High Scool,Retired,10+ years,Not Married,One,,Rent,Apartment,Black,English
[20.000-25.000),M,Together,25-34,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Not Married,Three,One,Rent,House,White,English
[40.000-50.000),F,Married,45-54,College graduate,Professional/Managerial,7-10 years,Yes,Two,,Own,Condominium,White,English
[10.000-15.000),M,Single,14-17,Grades 9 to 11,Factory Worker/Laborer/Driver,,Not Married,Three,Seven,Family,House,White,English
-10.000),F,Single,14-17,Grades 9 to 11,Unemployed,10+ years,Not Married,Three,One,Family,House,White,English
[75.000-,F,Together,35-44,Grad Study,Professional/Managerial,10+ years,Not Married,Two,,Own,House,White,English
[50.000-75.000),F,Divorced,45-54,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Two,,Rent,,Black,English
[10.000-15.000),F,Single,18-24,College graduate,Clerical/Service Worker,1-3 years,Not Married,Two,,Rent,Apartment,White,English
[50.000-75.000),F,Single,25-34,College graduate,Professional/Managerial,-1 year,Not Married,Five,,Rent,House,White,English
[20.000-25.000),F,Divorced,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Two,One,Rent,Apartment,White,English
[25.000-30.000),F,Single,18-24,College graduate,Professional/Managerial,1-3 years,Not Married,Three,,Rent,House,White,English
[30.000-40.000),M,Divorced,45-54,College graduate,Factory Worker/Laborer/Driver,10+ years,Not Married,,,Own,House,Black,
[10.000-15.000),F,Single,35-44,Graduated High Scool,"Student, HS or College",,Not Married,One,,Rent,,White,English
[10.000-15.000),M,Single,18-24,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Not Married,Five,Two,Family,House,Black,English
-10.000),F,Single,18-24,Graduated High Scool,Clerical/Service Worker,1-3 years,Not Married,Four,,Rent,Other,White,English
[15.000-20.000),F,Single,18-24,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,,,Rent,Apartment,Black,English
-10.000),M,Single,25-34,Grad Study,Military,,Not Married,One,One,,Other,White,English
[10.000-15.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",7-10 years,Not Married,Four,,Family,House,American Indian,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,,Family,Condominium,Hispanic,English
[10.000-15.000),F,Single,18-24,Graduated High Scool,"Student, HS or College",1-3 years,Not Married,Three,,Rent,Apartment,White,English
[20.000-25.000),M,Widowed,65+,Graduated High Scool,Retired,10+ years,Not Married,,,Rent,Apartment,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",4-6 years,Not Married,Three,One,Family,Apartment,White,English
[75.000-,M,Married,45-54,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Yes,Two,,Own,House,White,English
[75.000-,M,Single,25-34,College graduate,Professional/Managerial,10+ years,Not Married,One,,Own,House,White,English
[30.000-40.000),M,Single,25-34,Graduated High Scool,Military,4-6 years,Not Married,One,,Rent,Apartment,Asian,English
[30.000-40.000),M,Married,35-44,Graduated High Scool,Factory Worker/Laborer/Driver,1-3 years,Yes,Four,Two,Own,,Hispanic,Spanish
[25.000-30.000),F,Married,35-44,College graduate,Professional/Managerial,4-6 years,Yes,Two,,Own,House,White,English
[15.000-20.000),F,,45-54,Graduated High Scool,Homemaker,,No,Three,One,Own,House,White,English
[15.000-20.000),F,Divorced,55-64,Graduated High Scool,Retired,10+ years,Not Married,One,,Own,House,White,English
[30.000-40.000),F,Together,45-54,1 to 3 years of college,Professional/Managerial,7-10 years,Yes,Two,,Own,House,White,English
[50.000-75.000),F,Married,65+,1 to 3 years of college,Clerical/Service Worker,10+ years,No,Two,,Own,House,White,English
[20.000-25.000),F,Single,25-34,College graduate,Sales Worker,7-10 years,Not Married,One,,Rent,House,White,English
